# 
# position measurements for linear hopper
# time, top measured position, bottom measured position
# 
4.9700000000e+00, 2.8772500177e+00, 1.3620083559e+00
4.9800000000e+00, 2.8775408157e+00, 1.3903818408e+00
4.9900000000e+00, 2.8564504039e+00, 1.4336423964e+00
5.0000000000e+00, 2.8286966835e+00, 1.4971210727e+00
5.0100000000e+00, 2.8273554586e+00, 1.5294843329e+00
5.0200000000e+00, 2.8084850803e+00, 1.5701067107e+00
5.0300000000e+00, 2.7848667154e+00, 1.6279776063e+00
5.0400000000e+00, 2.7615910366e+00, 1.6782351365e+00
5.0500000000e+00, 2.7576195020e+00, 1.7492890305e+00
5.0600000000e+00, 2.7272503681e+00, 1.8012687054e+00
5.0700000000e+00, 2.7185420508e+00, 1.8509275068e+00
5.0800000000e+00, 2.7189901061e+00, 1.8993660015e+00
5.0900000000e+00, 2.6787673520e+00, 1.9603032265e+00
5.1000000000e+00, 2.6558842586e+00, 2.0227879438e+00
5.1100000000e+00, 2.6374230803e+00, 2.0702946204e+00
5.1200000000e+00, 2.6221871557e+00, 2.1489886744e+00
5.1300000000e+00, 2.6107891459e+00, 2.1979459986e+00
5.1400000000e+00, 2.5742889818e+00, 2.2569354463e+00
5.1500000000e+00, 2.5726620028e+00, 2.3264651750e+00
5.1600000000e+00, 2.5455026542e+00, 2.3706390773e+00
5.1700000000e+00, 2.5199125989e+00, 2.4419000800e+00
5.1800000000e+00, 2.5088086812e+00, 2.4765873468e+00
5.1900000000e+00, 2.4885338940e+00, 2.5612697285e+00
5.2000000000e+00, 2.4531023704e+00, 2.6064273350e+00
5.2100000000e+00, 2.4344799053e+00, 2.6670427333e+00
5.2200000000e+00, 2.4080385680e+00, 2.7365127276e+00
5.2300000000e+00, 2.3946071013e+00, 2.7919032759e+00
5.2400000000e+00, 2.3778768719e+00, 2.8539940959e+00
5.2500000000e+00, 2.3532908332e+00, 2.9122616432e+00
5.2600000000e+00, 2.3480213745e+00, 2.9759052528e+00
5.2700000000e+00, 2.3447356282e+00, 3.0039051702e+00
5.2800000000e+00, 2.3094286838e+00, 3.0742317501e+00
5.2900000000e+00, 2.2684008942e+00, 3.1454618636e+00
5.3000000000e+00, 2.2826825200e+00, 3.1880021594e+00
5.3100000000e+00, 2.2534862095e+00, 3.2452280929e+00
5.3200000000e+00, 2.2380670091e+00, 3.3076302603e+00
5.3300000000e+00, 2.2198773854e+00, 3.3541736631e+00
5.3400000000e+00, 2.2121064111e+00, 3.3998262407e+00
5.3500000000e+00, 2.1922213351e+00, 3.4428079275e+00
5.3600000000e+00, 2.1829658147e+00, 3.5066933582e+00
5.3700000000e+00, 2.1472057364e+00, 3.5251245233e+00
5.3800000000e+00, 2.1360535483e+00, 3.5800119395e+00
5.3900000000e+00, 2.1243515291e+00, 3.6504461391e+00
5.4000000000e+00, 2.1087591122e+00, 3.6767443310e+00
5.4100000000e+00, 2.0969076300e+00, 3.7223997741e+00
5.4200000000e+00, 2.0567259555e+00, 3.7613455788e+00
5.4300000000e+00, 2.0739858558e+00, 3.7940573368e+00
5.4400000000e+00, 2.0655733839e+00, 3.8313598748e+00
5.4500000000e+00, 2.0520547088e+00, 3.8895768877e+00
5.4600000000e+00, 2.0326251573e+00, 3.8798114724e+00
5.4700000000e+00, 2.0200493110e+00, 3.9124954152e+00
5.4800000000e+00, 2.0199891419e+00, 3.9714632188e+00
5.4900000000e+00, 2.0119451879e+00, 3.9882439082e+00
5.5000000000e+00, 1.9903067092e+00, 4.0254886062e+00
5.5100000000e+00, 1.9967292158e+00, 4.0352553345e+00
5.5200000000e+00, 1.9843665425e+00, 4.0541624557e+00
5.5300000000e+00, 1.9806517552e+00, 4.0654779553e+00
5.5400000000e+00, 1.9858921582e+00, 4.0896044208e+00
5.5500000000e+00, 1.9718560067e+00, 4.0980979407e+00
5.5600000000e+00, 1.9655325643e+00, 4.0918323387e+00
5.5700000000e+00, 1.9472458495e+00, 4.1243993537e+00
5.5800000000e+00, 1.9425715810e+00, 4.1570052043e+00
5.5900000000e+00, 1.9372084971e+00, 4.1417910767e+00
5.6000000000e+00, 1.9692681066e+00, 4.1466817453e+00
5.6100000000e+00, 1.9491588028e+00, 4.1376953243e+00
5.6200000000e+00, 1.9592745738e+00, 4.1343712364e+00
5.6300000000e+00, 1.9523579613e+00, 4.1462535189e+00
5.6400000000e+00, 1.9522133508e+00, 4.1349986768e+00
5.6500000000e+00, 1.9547167933e+00, 4.1170290551e+00
5.6600000000e+00, 1.9728375857e+00, 4.1310924198e+00
5.6700000000e+00, 1.9616861646e+00, 4.1027847459e+00
5.6800000000e+00, 1.9676947039e+00, 4.0969669410e+00
5.6900000000e+00, 1.9657485175e+00, 4.0747101865e+00
5.7000000000e+00, 1.9834591204e+00, 4.0639318320e+00
5.7100000000e+00, 1.9597413172e+00, 4.0413849624e+00
5.7200000000e+00, 1.9984115087e+00, 4.0252181590e+00
5.7300000000e+00, 1.9977670733e+00, 3.9857273276e+00
5.7400000000e+00, 2.0237941050e+00, 3.9490616155e+00
5.7500000000e+00, 2.0374499702e+00, 3.9620817428e+00
5.7600000000e+00, 2.0359620959e+00, 3.9145782477e+00
5.7700000000e+00, 2.0269452875e+00, 3.8675310886e+00
5.7800000000e+00, 2.0636840661e+00, 3.8443018315e+00
5.7900000000e+00, 2.0631512954e+00, 3.8074319813e+00
5.8000000000e+00, 2.0824754456e+00, 3.7648520007e+00
5.8100000000e+00, 2.0901197286e+00, 3.7284093622e+00
5.8200000000e+00, 2.0934359658e+00, 3.6913596793e+00
5.8300000000e+00, 2.1360721787e+00, 3.6632106625e+00
5.8400000000e+00, 2.1178591189e+00, 3.6078369767e+00
5.8500000000e+00, 2.1544547233e+00, 3.5527958389e+00
5.8600000000e+00, 2.1536039404e+00, 3.4970540348e+00
5.8700000000e+00, 2.1747941136e+00, 3.4657766371e+00
5.8800000000e+00, 2.1940834113e+00, 3.4068986899e+00
5.8900000000e+00, 2.2001005111e+00, 3.3657309302e+00
5.9000000000e+00, 2.2407594894e+00, 3.3004485855e+00
5.9100000000e+00, 2.2526200639e+00, 3.2367979247e+00
5.9200000000e+00, 2.2601064670e+00, 3.2072526569e+00
5.9300000000e+00, 2.2745153698e+00, 3.1368765072e+00
5.9400000000e+00, 2.3193131663e+00, 3.0772710660e+00
5.9500000000e+00, 2.3164241741e+00, 3.0308676167e+00
5.9600000000e+00, 2.3646910965e+00, 2.9621720178e+00
5.9700000000e+00, 2.3733209190e+00, 2.9165570107e+00
5.9800000000e+00, 2.3896475695e+00, 2.8381246772e+00
5.9900000000e+00, 2.3986144461e+00, 2.7636147500e+00
6.0000000000e+00, 2.4396656102e+00, 2.7161637933e+00
6.0100000000e+00, 2.4631903604e+00, 2.6603022003e+00
6.0200000000e+00, 2.4651066626e+00, 2.5743020297e+00
6.0300000000e+00, 2.4968745181e+00, 2.5154314644e+00
6.0400000000e+00, 2.5180006701e+00, 2.4499871446e+00
6.0500000000e+00, 2.5270790198e+00, 2.3915162750e+00
6.0600000000e+00, 2.5664184015e+00, 2.3318332132e+00
6.0700000000e+00, 2.5901331339e+00, 2.2526162356e+00
6.0800000000e+00, 2.5888939256e+00, 2.2007142719e+00
6.0900000000e+00, 2.6420381292e+00, 2.1455995151e+00
6.1000000000e+00, 2.6303906842e+00, 2.0760681607e+00
6.1100000000e+00, 2.6636575892e+00, 2.0099618188e+00
6.1200000000e+00, 2.6876539738e+00, 1.9538718671e+00
6.1300000000e+00, 2.6982357173e+00, 1.9089154943e+00
6.1400000000e+00, 2.7034378252e+00, 1.8287786438e+00
6.1500000000e+00, 2.7312257588e+00, 1.7733266434e+00
6.1600000000e+00, 2.7504970147e+00, 1.7315311241e+00
6.1700000000e+00, 2.7866200868e+00, 1.6821961370e+00
6.1800000000e+00, 2.7827781331e+00, 1.6200045581e+00
6.1900000000e+00, 2.8142295524e+00, 1.5732793287e+00
6.2000000000e+00, 2.8388782097e+00, 1.5157844505e+00
6.2100000000e+00, 2.8428462325e+00, 1.4722185780e+00
6.2200000000e+00, 2.8585736388e+00, 1.4210223650e+00
6.2300000000e+00, 2.8608413547e+00, 1.3823066958e+00
6.2400000000e+00, 2.8778217440e+00, 1.3651039214e+00
6.2500000000e+00, 2.9077733724e+00, 1.3098154434e+00
6.2600000000e+00, 2.9095176958e+00, 1.2606905513e+00
6.2700000000e+00, 2.9169490082e+00, 1.2453703522e+00
6.2800000000e+00, 2.9403149983e+00, 1.2166935786e+00
6.2900000000e+00, 2.9424457080e+00, 1.1886272066e+00
6.3000000000e+00, 2.9491893831e+00, 1.1465342948e+00
6.3100000000e+00, 2.9498215083e+00, 1.1523816130e+00
6.3200000000e+00, 2.9688099365e+00, 1.1232294288e+00
6.3300000000e+00, 2.9668990239e+00, 1.1078988017e+00
6.3400000000e+00, 2.9615115671e+00, 1.0713180208e+00
6.3500000000e+00, 2.9709264222e+00, 1.0811373674e+00
6.3600000000e+00, 2.9786630768e+00, 1.0773852529e+00
6.3700000000e+00, 2.9829817631e+00, 1.0620466482e+00
6.3800000000e+00, 2.9936658128e+00, 1.0701508681e+00
6.3900000000e+00, 2.9793731338e+00, 1.0479073610e+00
6.4000000000e+00, 2.9702829675e+00, 1.0603157413e+00
6.4100000000e+00, 2.9737324509e+00, 1.0843759291e+00
6.4200000000e+00, 2.9576885636e+00, 1.0758877068e+00
6.4300000000e+00, 2.9599681590e+00, 1.0892767470e+00
6.4400000000e+00, 2.9696524871e+00, 1.0984615140e+00
6.4500000000e+00, 2.9654025634e+00, 1.1177204828e+00
6.4600000000e+00, 2.9516516616e+00, 1.1354842596e+00
6.4700000000e+00, 2.9523949890e+00, 1.1637247763e+00
6.4800000000e+00, 2.9531686460e+00, 1.2003914997e+00
6.4900000000e+00, 2.9336487727e+00, 1.1940725036e+00
6.5000000000e+00, 2.9030864412e+00, 1.2560733329e+00
6.5100000000e+00, 2.9021563162e+00, 1.2816103321e+00
6.5200000000e+00, 2.8887772357e+00, 1.3199328973e+00
6.5300000000e+00, 2.8920411447e+00, 1.3405199868e+00
6.5400000000e+00, 2.8609399916e+00, 1.3761355982e+00
6.5500000000e+00, 2.8572862113e+00, 1.4184907812e+00
6.5600000000e+00, 2.8364579676e+00, 1.4848397578e+00
6.5700000000e+00, 2.8451862361e+00, 1.5298682631e+00
6.5800000000e+00, 2.8209715740e+00, 1.5772634086e+00
6.5900000000e+00, 2.7947557979e+00, 1.6229006795e+00
6.6000000000e+00, 2.7704680703e+00, 1.6888414667e+00
6.6100000000e+00, 2.7601364128e+00, 1.7341939555e+00
6.6200000000e+00, 2.7318841205e+00, 1.7826519632e+00
6.6300000000e+00, 2.7397411294e+00, 1.8421263079e+00
6.6400000000e+00, 2.7129901972e+00, 1.8956119329e+00
6.6500000000e+00, 2.6880068600e+00, 1.9629237012e+00
6.6600000000e+00, 2.6558572660e+00, 2.0268024378e+00
6.6700000000e+00, 2.6240432013e+00, 2.0873132931e+00
6.6800000000e+00, 2.6266510071e+00, 2.1463848071e+00
6.6900000000e+00, 2.6109580221e+00, 2.2057726400e+00
6.7000000000e+00, 2.5752285386e+00, 2.2733906041e+00
6.7100000000e+00, 2.5641147239e+00, 2.3393854209e+00
6.7200000000e+00, 2.5317784048e+00, 2.3879141149e+00
6.7300000000e+00, 2.5192181246e+00, 2.4543542912e+00
6.7400000000e+00, 2.4829142123e+00, 2.5201626703e+00
6.7500000000e+00, 2.4702054911e+00, 2.5831518262e+00
6.7600000000e+00, 2.4368636928e+00, 2.6487498609e+00
6.7700000000e+00, 2.4250829668e+00, 2.7237939899e+00
6.7800000000e+00, 2.4064308088e+00, 2.7719209598e+00
6.7900000000e+00, 2.3870750682e+00, 2.8488622147e+00
6.8000000000e+00, 2.3594995067e+00, 2.8998901235e+00
6.8100000000e+00, 2.3356153853e+00, 2.9639368164e+00
6.8200000000e+00, 2.3455694398e+00, 3.0208282175e+00
6.8300000000e+00, 2.3062854309e+00, 3.0819826564e+00
6.8400000000e+00, 2.2791567114e+00, 3.1402890078e+00
6.8500000000e+00, 2.2732511648e+00, 3.2080736555e+00
6.8600000000e+00, 2.2454377447e+00, 3.2648358013e+00
6.8700000000e+00, 2.2361724299e+00, 3.3052795308e+00
6.8800000000e+00, 2.2167517794e+00, 3.3589859173e+00
6.8900000000e+00, 2.2027774351e+00, 3.4242077362e+00
6.9000000000e+00, 2.1821650429e+00, 3.4635166994e+00
6.9100000000e+00, 2.1572404859e+00, 3.5098589773e+00
6.9200000000e+00, 2.1552415767e+00, 3.5505266024e+00
6.9300000000e+00, 2.1337999744e+00, 3.5826139224e+00
6.9400000000e+00, 2.1223935127e+00, 3.6302754176e+00
6.9500000000e+00, 2.0938551966e+00, 3.6840774572e+00
6.9600000000e+00, 2.0971725328e+00, 3.7103587525e+00
6.9700000000e+00, 2.0808905211e+00, 3.7709759042e+00
6.9800000000e+00, 2.0716443935e+00, 3.7772303304e+00
6.9900000000e+00, 2.0706359340e+00, 3.8085334798e+00
7.0000000000e+00, 2.0653858393e+00, 3.8362398235e+00
7.0100000000e+00, 2.0554099486e+00, 3.8610361326e+00
7.0200000000e+00, 2.0474438483e+00, 3.8766010385e+00
7.0300000000e+00, 2.0373257071e+00, 3.8919883570e+00
7.0400000000e+00, 2.0361813873e+00, 3.8961205364e+00
7.0500000000e+00, 2.0333798820e+00, 3.9316246963e+00
7.0600000000e+00, 2.0304625686e+00, 3.9298241703e+00
7.0700000000e+00, 2.0259774258e+00, 3.9294588123e+00
7.0800000000e+00, 2.0281343286e+00, 3.9297179276e+00
7.0900000000e+00, 2.0254991038e+00, 3.9466411962e+00
7.1000000000e+00, 2.0243882732e+00, 3.9345661790e+00
7.1100000000e+00, 2.0296410575e+00, 3.9155091657e+00
7.1200000000e+00, 2.0324857755e+00, 3.9277737069e+00
7.1300000000e+00, 2.0388477207e+00, 3.9169860878e+00
7.1400000000e+00, 2.0512877785e+00, 3.8918641755e+00
7.1500000000e+00, 2.0445017258e+00, 3.8759169973e+00
7.1600000000e+00, 2.0435685971e+00, 3.8729263491e+00
7.1700000000e+00, 2.0584217518e+00, 3.8642930411e+00
7.1800000000e+00, 2.0568838866e+00, 3.8316661515e+00
7.1900000000e+00, 2.0669645150e+00, 3.7844684484e+00
7.2000000000e+00, 2.0632483856e+00, 3.7631929425e+00
7.2100000000e+00, 2.0850761735e+00, 3.7376074852e+00
7.2200000000e+00, 2.0966358152e+00, 3.6894745163e+00
7.2300000000e+00, 2.1178929963e+00, 3.6741728274e+00
7.2400000000e+00, 2.1166577440e+00, 3.6275433995e+00
7.2500000000e+00, 2.1502278825e+00, 3.5733300518e+00
7.2600000000e+00, 2.1629004858e+00, 3.5287182669e+00
7.2700000000e+00, 2.1952072936e+00, 3.4843988198e+00
7.2800000000e+00, 2.1883015398e+00, 3.4342498873e+00
7.2900000000e+00, 2.1871917492e+00, 3.3849895972e+00
7.3000000000e+00, 2.2236671989e+00, 3.3509687386e+00
7.3100000000e+00, 2.2440441535e+00, 3.2807324316e+00
7.3200000000e+00, 2.2580234309e+00, 3.2310014067e+00
7.3300000000e+00, 2.2724188263e+00, 3.1781969094e+00
7.3400000000e+00, 2.3117266761e+00, 3.1099411292e+00
7.3500000000e+00, 2.3270552148e+00, 3.0638235267e+00
7.3600000000e+00, 2.3401031444e+00, 2.9969271688e+00
7.3700000000e+00, 2.3580796527e+00, 2.9337206262e+00
7.3800000000e+00, 2.3932353267e+00, 2.8682160434e+00
7.3900000000e+00, 2.4065477422e+00, 2.8299023315e+00
7.4000000000e+00, 2.4124383256e+00, 2.7646494629e+00
7.4100000000e+00, 2.4376932839e+00, 2.6918631865e+00
7.4200000000e+00, 2.4561766211e+00, 2.6130959150e+00
7.4300000000e+00, 2.4831277157e+00, 2.5814900893e+00
7.4400000000e+00, 2.4913572887e+00, 2.5132599077e+00
7.4500000000e+00, 2.5183105830e+00, 2.4315851966e+00
7.4600000000e+00, 2.5498741332e+00, 2.3971746678e+00
7.4700000000e+00, 2.5526321188e+00, 2.3204340898e+00
7.4800000000e+00, 2.5667759369e+00, 2.2560600447e+00
7.4900000000e+00, 2.6065243907e+00, 2.2125379161e+00
7.5000000000e+00, 2.6375943599e+00, 2.1503691153e+00
7.5100000000e+00, 2.6369399259e+00, 2.0709158133e+00
7.5200000000e+00, 2.6455704203e+00, 2.0062080212e+00
7.5300000000e+00, 2.6674815512e+00, 1.9576558393e+00
7.5400000000e+00, 2.6945736723e+00, 1.8843550601e+00
7.5500000000e+00, 2.7172644623e+00, 1.8256954105e+00
7.5600000000e+00, 2.7428894170e+00, 1.7834467285e+00
7.5700000000e+00, 2.7553030683e+00, 1.7173126626e+00
7.5800000000e+00, 2.7633821505e+00, 1.6752238732e+00
7.5900000000e+00, 2.7970111474e+00, 1.6204713348e+00
7.6000000000e+00, 2.8092140402e+00, 1.5609855828e+00
7.6100000000e+00, 2.8438365147e+00, 1.5057445817e+00
7.6200000000e+00, 2.8429890390e+00, 1.4690924833e+00
7.6300000000e+00, 2.8653821121e+00, 1.3924747806e+00
7.6400000000e+00, 2.8612285681e+00, 1.3590693811e+00
7.6500000000e+00, 2.9024607811e+00, 1.3266433773e+00
7.6600000000e+00, 2.9132789484e+00, 1.2820262965e+00
7.6700000000e+00, 2.9125761464e+00, 1.2392136890e+00
7.6800000000e+00, 2.9266716780e+00, 1.2018194472e+00
7.6900000000e+00, 2.9438166698e+00, 1.1560492974e+00
7.7000000000e+00, 2.9426166467e+00, 1.1024262187e+00
7.7100000000e+00, 2.9840926343e+00, 1.0873598591e+00
7.7200000000e+00, 2.9721998769e+00, 1.0597181833e+00
7.7300000000e+00, 2.9840190179e+00, 1.0154190244e+00
7.7400000000e+00, 3.0000136444e+00, 9.7632189618e-01
7.7500000000e+00, 3.0257088332e+00, 9.7476153205e-01
7.7600000000e+00, 3.0243416504e+00, 9.4758326443e-01
7.7700000000e+00, 3.0275795706e+00, 9.0990792274e-01
7.7800000000e+00, 3.0388323161e+00, 8.7588064046e-01
7.7900000000e+00, 3.0489210847e+00, 8.7531738409e-01
7.8000000000e+00, 3.0478757169e+00, 8.3425112861e-01
7.8100000000e+00, 3.0582387131e+00, 8.2116489025e-01
7.8200000000e+00, 3.0506608315e+00, 8.2499362352e-01
7.8300000000e+00, 3.0545438282e+00, 8.1581540802e-01
7.8400000000e+00, 3.0626957027e+00, 7.8882161920e-01
7.8500000000e+00, 3.0686016799e+00, 8.0509990398e-01
7.8600000000e+00, 3.0782543138e+00, 7.9194338513e-01
7.8700000000e+00, 3.0679663988e+00, 7.7930520657e-01
7.8800000000e+00, 3.0879230298e+00, 8.1022767473e-01
7.8900000000e+00, 3.0668910810e+00, 7.9712331860e-01
7.9000000000e+00, 3.0360862831e+00, 8.1418709099e-01
7.9100000000e+00, 3.0684424461e+00, 8.1968661580e-01
7.9200000000e+00, 3.0554363405e+00, 8.1683924572e-01
7.9300000000e+00, 3.0430637211e+00, 8.4152637472e-01
7.9400000000e+00, 3.0631280569e+00, 8.5941927436e-01
7.9500000000e+00, 3.0469336441e+00, 8.6155027804e-01
7.9600000000e+00, 3.0282692469e+00, 8.7661564131e-01
7.9700000000e+00, 3.0364740333e+00, 9.0175888049e-01
7.9800000000e+00, 3.0405131620e+00, 9.3922619999e-01
7.9900000000e+00, 3.0096828991e+00, 9.4074040797e-01
8.0000000000e+00, 3.0011311525e+00, 9.9080782172e-01
8.0100000000e+00, 2.9916150452e+00, 1.0148970719e+00
8.0200000000e+00, 2.9807720028e+00, 1.0441392296e+00
8.0300000000e+00, 2.9806402561e+00, 1.0837818234e+00
8.0400000000e+00, 2.9779855287e+00, 1.1221429073e+00
8.0500000000e+00, 2.9460275678e+00, 1.1445419640e+00
8.0600000000e+00, 2.9266684820e+00, 1.1824319483e+00
8.0700000000e+00, 2.9251368811e+00, 1.2212792717e+00
8.0800000000e+00, 2.9057813787e+00, 1.2778691287e+00
8.0900000000e+00, 2.9052678731e+00, 1.3154120896e+00
8.1000000000e+00, 2.8682655582e+00, 1.3588873163e+00
8.1100000000e+00, 2.8615379714e+00, 1.4170164133e+00
8.1200000000e+00, 2.8312098829e+00, 1.4467133920e+00
8.1300000000e+00, 2.8267531986e+00, 1.4974751546e+00
8.1400000000e+00, 2.8251389568e+00, 1.5297869079e+00
8.1500000000e+00, 2.7960054111e+00, 1.6142494081e+00
8.1600000000e+00, 2.7900124677e+00, 1.6538753434e+00
8.1700000000e+00, 2.7551652974e+00, 1.7175728990e+00
8.1800000000e+00, 2.7448759868e+00, 1.7705971715e+00
8.1900000000e+00, 2.6864299274e+00, 1.8153971497e+00
8.2000000000e+00, 2.6965903433e+00, 1.8907623768e+00
8.2100000000e+00, 2.6713202417e+00, 1.9323502081e+00
8.2200000000e+00, 2.6644416539e+00, 1.9891675662e+00
8.2300000000e+00, 2.6524503989e+00, 2.0580203837e+00
8.2400000000e+00, 2.6441926108e+00, 2.1161121583e+00
8.2500000000e+00, 2.5997746117e+00, 2.1914320517e+00
8.2600000000e+00, 2.5785172658e+00, 2.2599037781e+00
8.2700000000e+00, 2.5693195609e+00, 2.3034899663e+00
8.2800000000e+00, 2.5422162302e+00, 2.3970344469e+00
8.2900000000e+00, 2.5279861267e+00, 2.4322060209e+00
8.3000000000e+00, 2.5010183925e+00, 2.5033391403e+00
8.3100000000e+00, 2.4664023486e+00, 2.5534312845e+00
8.3200000000e+00, 2.4325150387e+00, 2.6121110840e+00
8.3300000000e+00, 2.4486582474e+00, 2.6932853707e+00
8.3400000000e+00, 2.4256398868e+00, 2.7476591325e+00
8.3500000000e+00, 2.3819295893e+00, 2.7959504493e+00
8.3600000000e+00, 2.3934756077e+00, 2.8585667274e+00
8.3700000000e+00, 2.3571763601e+00, 2.9163358278e+00
8.3800000000e+00, 2.3291918933e+00, 2.9797090833e+00
8.3900000000e+00, 2.3121273428e+00, 3.0533613107e+00
8.4000000000e+00, 2.3013417486e+00, 3.1126246805e+00
8.4100000000e+00, 2.2660335473e+00, 3.1725367646e+00
8.4200000000e+00, 2.2611317804e+00, 3.2356418294e+00
8.4300000000e+00, 2.2417194942e+00, 3.2583242150e+00
8.4400000000e+00, 2.2367631315e+00, 3.3268723419e+00
8.4500000000e+00, 2.1844415086e+00, 3.3835639687e+00
8.4600000000e+00, 2.1907086810e+00, 3.4455719283e+00
8.4700000000e+00, 2.1353706270e+00, 3.4977519987e+00
8.4800000000e+00, 2.1497870540e+00, 3.5556634145e+00
8.4900000000e+00, 2.1210982391e+00, 3.5906102416e+00
8.5000000000e+00, 2.1266285034e+00, 3.6282449074e+00
8.5100000000e+00, 2.0995067843e+00, 3.6745280197e+00
8.5200000000e+00, 2.0890347840e+00, 3.7099596591e+00
8.5300000000e+00, 2.0882323226e+00, 3.7541707940e+00
8.5400000000e+00, 2.0748969255e+00, 3.7881156071e+00
8.5500000000e+00, 2.0498361150e+00, 3.8435528964e+00
8.5600000000e+00, 2.0389908556e+00, 3.8921165608e+00
8.5700000000e+00, 2.0252805137e+00, 3.9135087483e+00
8.5800000000e+00, 2.0140960879e+00, 3.9615419774e+00
8.5900000000e+00, 1.9934638146e+00, 3.9732336628e+00
8.6000000000e+00, 1.9760426554e+00, 4.0334435732e+00
8.6100000000e+00, 1.9747743903e+00, 4.0220301708e+00
8.6200000000e+00, 1.9697298072e+00, 4.0604190517e+00
8.6300000000e+00, 1.9846164839e+00, 4.0854652361e+00
8.6400000000e+00, 1.9657293809e+00, 4.0936571378e+00
8.6500000000e+00, 1.9584574586e+00, 4.1143791664e+00
8.6600000000e+00, 1.9475323582e+00, 4.1403963642e+00
8.6700000000e+00, 1.9462740694e+00, 4.1692700237e+00
8.6800000000e+00, 1.9280944368e+00, 4.1642756268e+00
8.6900000000e+00, 1.9398959742e+00, 4.1929926045e+00
8.7000000000e+00, 1.9493898273e+00, 4.1896328567e+00
8.7100000000e+00, 1.9183102413e+00, 4.2021911730e+00
8.7200000000e+00, 1.9240431595e+00, 4.1947870078e+00
8.7300000000e+00, 1.9455931992e+00, 4.2116528828e+00
8.7400000000e+00, 1.9245103820e+00, 4.2044394026e+00
8.7500000000e+00, 1.9319716506e+00, 4.2031656947e+00
8.7600000000e+00, 1.9305624289e+00, 4.1771338995e+00
8.7700000000e+00, 1.9274054817e+00, 4.1831730839e+00
8.7800000000e+00, 1.9407476174e+00, 4.1677775573e+00
8.7900000000e+00, 1.9463728271e+00, 4.1626573521e+00
8.8000000000e+00, 1.9416992758e+00, 4.1394151582e+00
8.8100000000e+00, 1.9592771831e+00, 4.1398056269e+00
8.8200000000e+00, 1.9690595561e+00, 4.1223208404e+00
8.8300000000e+00, 1.9742622805e+00, 4.0997579783e+00
8.8400000000e+00, 1.9581096544e+00, 4.0701275576e+00
8.8500000000e+00, 1.9697417391e+00, 4.0614954295e+00
8.8600000000e+00, 1.9929850752e+00, 4.0333219211e+00
8.8700000000e+00, 1.9925573961e+00, 3.9904994507e+00
8.8800000000e+00, 2.0158925470e+00, 3.9569145650e+00
8.8900000000e+00, 2.0261838001e+00, 3.9419039162e+00
8.9000000000e+00, 2.0256680618e+00, 3.8656591870e+00
8.9100000000e+00, 2.0642933423e+00, 3.8472220749e+00
8.9200000000e+00, 2.0724142197e+00, 3.8229514648e+00
8.9300000000e+00, 2.0725094926e+00, 3.7797743663e+00
8.9400000000e+00, 2.0773251909e+00, 3.7346673710e+00
8.9500000000e+00, 2.1092734069e+00, 3.6822576582e+00
8.9600000000e+00, 2.1146613958e+00, 3.6477330150e+00
8.9700000000e+00, 2.1473370034e+00, 3.5976556526e+00
8.9800000000e+00, 2.1459254343e+00, 3.5478397442e+00
8.9900000000e+00, 2.1784278640e+00, 3.4931065631e+00
9.0000000000e+00, 2.1808620349e+00, 3.4420843157e+00
9.0100000000e+00, 2.1992809151e+00, 3.3981647146e+00
9.0200000000e+00, 2.2295207744e+00, 3.3212082699e+00
9.0300000000e+00, 2.2429691759e+00, 3.2788412408e+00
9.0400000000e+00, 2.2619273565e+00, 3.2444063804e+00
9.0500000000e+00, 2.2848602780e+00, 3.1768666042e+00
9.0600000000e+00, 2.3024570828e+00, 3.1082298804e+00
9.0700000000e+00, 2.3129160448e+00, 3.0744116739e+00
9.0800000000e+00, 2.3254325559e+00, 3.0019973581e+00
9.0900000000e+00, 2.3495863315e+00, 2.9382146597e+00
9.1000000000e+00, 2.3774873786e+00, 2.8770248109e+00
9.1100000000e+00, 2.3937099024e+00, 2.8137221858e+00
9.1200000000e+00, 2.3959526967e+00, 2.7593220015e+00
9.1300000000e+00, 2.4391710497e+00, 2.7094926866e+00
9.1400000000e+00, 2.4541180193e+00, 2.6197428928e+00
9.1500000000e+00, 2.4686163278e+00, 2.5769346943e+00
9.1600000000e+00, 2.4960626383e+00, 2.5120691086e+00
9.1700000000e+00, 2.5141327780e+00, 2.4657073509e+00
9.1800000000e+00, 2.5556755567e+00, 2.3754970140e+00
9.1900000000e+00, 2.5681668951e+00, 2.3258108683e+00
9.2000000000e+00, 2.5798143290e+00, 2.2523669188e+00
9.2100000000e+00, 2.6163899622e+00, 2.2111286158e+00
9.2200000000e+00, 2.6059660261e+00, 2.1522238333e+00
9.2300000000e+00, 2.6403549164e+00, 2.0718059968e+00
9.2400000000e+00, 2.6509869633e+00, 2.0271899803e+00
9.2500000000e+00, 2.6845514248e+00, 1.9496011280e+00
9.2600000000e+00, 2.6920005105e+00, 1.8957903039e+00
9.2700000000e+00, 2.7142786610e+00, 1.8470666388e+00
9.2800000000e+00, 2.7421908187e+00, 1.7784331547e+00
9.2900000000e+00, 2.7405102459e+00, 1.7154039869e+00
9.3000000000e+00, 2.7841250442e+00, 1.6637784278e+00
9.3100000000e+00, 2.7945077983e+00, 1.6021790857e+00
9.3200000000e+00, 2.8149478501e+00, 1.5862635089e+00
